common_id	label	type	code0	code1	code2	code3	name0	name1	name2	name3	type_label
136	健胃消化剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 健胃消化剤
137	セフィキシム水和物	drug	6	61	613	6132	病原生物に対する医薬品	抗生物質製剤	主としてグラム陽性・陰性菌に作用するもの	セフェム系抗生物質製剤	【drug】 セフィキシム水和物
138	臓器製剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 臓器製剤
139	鎮けい剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 鎮けい剤
140	プロポフォール	drug	1	11	111	1119	神経系及び感覚器官用医薬品	中枢神経系用薬	全身麻酔剤	その他の全身麻酔剤	【drug】 プロポフォール
141	ガベキサートメシル酸塩	drug	3	39	399	3999	代謝性医薬品	その他の代謝性医薬品	他に分類されない代謝性医薬品	他に分類されないその他の代謝性医薬品	【drug】 ガベキサートメシル酸塩
142	ハロペリドール	drug	1	11	117	1179	神経系及び感覚器官用医薬品	中枢神経系用薬	精神神経用剤	その他の精神神経用剤	【drug】 ハロペリドール
143	ホスホマイシンナトリウム	drug	6	61	613	6135	病原生物に対する医薬品	抗生物質製剤	主としてグラム陽性・陰性菌に作用するもの	ホスホマイシン製剤	【drug】 ホスホマイシンナトリウム
143	ホスホマイシンナトリウム	drug	1	13	132	1325	神経系及び感覚器官用医薬品	感覚器官用薬	耳鼻科用剤	耳鼻科用抗生物質製剤	【drug】 ホスホマイシンナトリウム
144	ブロムヘキシン塩酸塩	drug	2	22	223	2234	個々の器官系用医薬品	呼吸器官用薬	去たん剤	ブロムヘキシン製剤	【drug】 ブロムヘキシン塩酸塩
145	ニコランジル	drug	2	21	217	2171	個々の器官系用医薬品	循環器官用薬	血管拡張剤	冠血管拡張剤	【drug】 ニコランジル
146	カルペリチド（遺伝子組換え）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 カルペリチド（遺伝子組換え）
147	シベレスタットナトリウム水和物	drug	3	39	399	3999	代謝性医薬品	その他の代謝性医薬品	他に分類されない代謝性医薬品	他に分類されないその他の代謝性医薬品	【drug】 シベレスタットナトリウム水和物
148	インスリン　ヒト（遺伝子組換え）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 インスリン　ヒト（遺伝子組換え）
149	ミダゾラム	drug	1	11	112	1124	神経系及び感覚器官用医薬品	中枢神経系用薬	催眠鎮静剤，抗不安剤	ベンゾジアゼピン系製剤	【drug】 ミダゾラム
149	ミダゾラム	drug	1	11	113	1139	神経系及び感覚器官用医薬品	中枢神経系用薬	抗てんかん剤	その他の抗てんかん剤	【drug】 ミダゾラム
150	リドカイン	drug	1	12	121	1214	神経系及び感覚器官用医薬品	末梢神経系用薬	局所麻酔剤	キシリジン系製剤	【drug】 リドカイン
151	乾燥濃縮人アンチトロンビン３	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 乾燥濃縮人アンチトロンビン３
152	バンコマイシン塩酸塩	drug	6	61	611	6113	病原生物に対する医薬品	抗生物質製剤	主としてグラム陽性菌に作用するもの	バンコマイシン製剤	【drug】 バンコマイシン塩酸塩
153	主としてグラム陽性・陰性菌に作用するもの	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 主としてグラム陽性・陰性菌に作用するもの
154	フルコナゾール	drug	6	62	629	6290	病原生物に対する医薬品	化学療法剤	その他の化学療法剤	nan	【drug】 フルコナゾール
155	シクロスポリン	drug	3	39	399	3999	代謝性医薬品	その他の代謝性医薬品	他に分類されない代謝性医薬品	他に分類されないその他の代謝性医薬品	【drug】 シクロスポリン
155	シクロスポリン	drug	1	13	131	1319	神経系及び感覚器官用医薬品	感覚器官用薬	眼科用剤	その他の眼科用剤	【drug】 シクロスポリン
156	乾燥スルホ化人免疫グロブリン	drug	6	63	634	6343	病原生物に対する医薬品	生物学的製剤	血液製剤類	血漿分画製剤	【drug】 乾燥スルホ化人免疫グロブリン
157	メチルプレドニゾロン	drug	2	24	245	2456	個々の器官系用医薬品	ホルモン剤（抗ホルモン剤を含む。）	副腎ホルモン剤	プレドニゾロン系製剤	【drug】 メチルプレドニゾロン
158	ミコフェノール酸　モフェチル	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ミコフェノール酸　モフェチル
159	シルニジピン	drug	2	21	214	2149	個々の器官系用医薬品	循環器官用薬	血圧降下剤	その他の血圧降下剤	【drug】 シルニジピン
160	オザグレル塩酸塩水和物	drug	4	44	449	4490	組織細胞機能用医薬品	アレルギー用薬	その他のアレルギー用薬	nan	【drug】 オザグレル塩酸塩水和物
161	サリドマイド	drug	4	42	429	4291	組織細胞機能用医薬品	腫瘍用薬	その他の腫瘍用薬	その他の抗悪性腫瘍用剤	【drug】 サリドマイド
162	フルダラビンリン酸エステル	drug	4	42	422	4229	組織細胞機能用医薬品	腫瘍用薬	代謝拮抗剤	その他の代謝拮抗剤	【drug】 フルダラビンリン酸エステル
163	エトポシド	drug	4	42	424	4240	組織細胞機能用医薬品	腫瘍用薬	抗腫瘍性植物成分製剤	nan	【drug】 エトポシド
164	ビダラビン	drug	6	62	625	6250	病原生物に対する医薬品	化学療法剤	抗ウイルス剤	nan	【drug】 ビダラビン
165	セフォゾプラン塩酸塩	drug	6	61	613	6132	病原生物に対する医薬品	抗生物質製剤	主としてグラム陽性・陰性菌に作用するもの	セフェム系抗生物質製剤	【drug】 セフォゾプラン塩酸塩
166	ヒドロコルチゾンコハク酸エステルナトリウム	drug	2	24	245	2452	個々の器官系用医薬品	ホルモン剤（抗ホルモン剤を含む。）	副腎ホルモン剤	コルチゾン系製剤	【drug】 ヒドロコルチゾンコハク酸エステルナトリウム
167	イトラコナゾール	drug	6	62	629	6290	病原生物に対する医薬品	化学療法剤	その他の化学療法剤	nan	【drug】 イトラコナゾール
168	アドレノクロムモノアミノグアニジンメシル酸塩水和物	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 アドレノクロムモノアミノグアニジンメシル酸塩水和物
169	トラネキサム酸	drug	3	33	332	3327	代謝性医薬品	血液・体液用薬	止血剤	抗プラスミン剤	【drug】 トラネキサム酸
170	イソニアジド	drug	6	62	622	6222	病原生物に対する医薬品	化学療法剤	抗結核剤	イソニアジド系製剤	【drug】 イソニアジド
171	リファンピシン	drug	6	61	616	6164	病原生物に対する医薬品	抗生物質製剤	主として抗酸菌に作用するもの	リファンピシン製剤	【drug】 リファンピシン
172	エタンブトール塩酸塩	drug	6	62	622	6225	病原生物に対する医薬品	化学療法剤	抗結核剤	エタンブトール製剤	【drug】 エタンブトール塩酸塩
173	リセドロン酸ナトリウム水和物	drug	3	39	399	3999	代謝性医薬品	その他の代謝性医薬品	他に分類されない代謝性医薬品	他に分類されないその他の代謝性医薬品	【drug】 リセドロン酸ナトリウム水和物
174	スピロノラクトン	drug	2	21	213	2133	個々の器官系用医薬品	循環器官用薬	利尿剤	抗アルドステロン製剤；トリアムテレン等	【drug】 スピロノラクトン
175	センナ・センナ実	drug	2	23	235	2359	個々の器官系用医薬品	消化器官用薬	下剤，浣腸剤	その他の下剤，浣腸剤	【drug】 センナ・センナ実
176	フルチカゾンプロピオン酸エステル	drug	1	13	132	1329	神経系及び感覚器官用医薬品	感覚器官用薬	耳鼻科用剤	その他の耳鼻科用剤	【drug】 フルチカゾンプロピオン酸エステル
176	フルチカゾンプロピオン酸エステル	drug	2	22	229	2290	個々の器官系用医薬品	呼吸器官用薬	その他の呼吸器官用薬	nan	【drug】 フルチカゾンプロピオン酸エステル
177	フェキソフェナジン塩酸塩	drug	4	44	449	4490	組織細胞機能用医薬品	アレルギー用薬	その他のアレルギー用薬	nan	【drug】 フェキソフェナジン塩酸塩
178	インドメタシン	drug	1	11	114	1145	神経系及び感覚器官用医薬品	中枢神経系用薬	解熱鎮痛消炎剤	インドメタシン製剤	【drug】 インドメタシン
178	インドメタシン	drug	2	26	264	2649	個々の器官系用医薬品	外皮用薬	鎮痛，鎮痒，収斂，消炎剤	その他の鎮痛，鎮痒，収斂，消炎剤	【drug】 インドメタシン
179	塩酸メトクロプラミド	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 塩酸メトクロプラミド
180	ネダプラチン	drug	4	42	429	4291	組織細胞機能用医薬品	腫瘍用薬	その他の腫瘍用薬	その他の抗悪性腫瘍用剤	【drug】 ネダプラチン
181	ドセタキセル水和物	drug	4	42	424	4240	組織細胞機能用医薬品	腫瘍用薬	抗腫瘍性植物成分製剤	nan	【drug】 ドセタキセル水和物
182	シクロホスファミド水和物	drug	4	42	421	4211	組織細胞機能用医薬品	腫瘍用薬	アルキル化剤	クロルエチルアミン系製剤	【drug】 シクロホスファミド水和物
183	オクトチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 オクトチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤
184	レチノール・カルシフェロール配合剤	drug	3	31	317	3179	代謝性医薬品	ビタミン剤	混合ビタミン剤（ビタミンＡ・Ｄ混合製剤を除く。）	その他の混合ビタミン剤（ビタミンＡ・Ｄ混合製剤を除く。）	【drug】 レチノール・カルシフェロール配合剤
185	ケトプロフェン	drug	1	11	114	1149	神経系及び感覚器官用医薬品	中枢神経系用薬	解熱鎮痛消炎剤	その他の解熱鎮痛消炎剤	【drug】 ケトプロフェン
185	ケトプロフェン	drug	2	26	264	2649	個々の器官系用医薬品	外皮用薬	鎮痛，鎮痒，収斂，消炎剤	その他の鎮痛，鎮痒，収斂，消炎剤	【drug】 ケトプロフェン
186	ダカルバジン	drug	4	42	421	4219	組織細胞機能用医薬品	腫瘍用薬	アルキル化剤	その他のアルキル化剤	【drug】 ダカルバジン
187	ピラルビシン塩酸塩	drug	4	42	423	4235	組織細胞機能用医薬品	腫瘍用薬	抗腫瘍性抗生物質製剤	アントラサイクリン系抗生物質製剤	【drug】 ピラルビシン塩酸塩
188	カルボプラチン	drug	4	42	429	4291	組織細胞機能用医薬品	腫瘍用薬	その他の腫瘍用薬	その他の抗悪性腫瘍用剤	【drug】 カルボプラチン
189	ドネペジル塩酸塩	drug	1	11	119	1190	神経系及び感覚器官用医薬品	中枢神経系用薬	その他の中枢神経系用薬	nan	【drug】 ドネペジル塩酸塩
190	ブロチゾラム	drug	1	11	112	1124	神経系及び感覚器官用医薬品	中枢神経系用薬	催眠鎮静剤，抗不安剤	ベンゾジアゼピン系製剤	【drug】 ブロチゾラム
191	キナプリル塩酸塩	drug	2	21	214	2144	個々の器官系用医薬品	循環器官用薬	血圧降下剤	アンジオテンシン変換酵素阻害剤	【drug】 キナプリル塩酸塩
192	ニトラゼパム	drug	1	11	112	1124	神経系及び感覚器官用医薬品	中枢神経系用薬	催眠鎮静剤，抗不安剤	ベンゾジアゼピン系製剤	【drug】 ニトラゼパム
193	メナテトレノン	drug	3	31	316	3160	代謝性医薬品	ビタミン剤	ビタミンＫ剤	nan	【drug】 メナテトレノン
194	たん白アミノ酸製剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 たん白アミノ酸製剤
195	維持液（３）	drug	3	33	331	3319	代謝性医薬品	血液・体液用薬	血液代用剤	その他の血液代用剤	【drug】 維持液（３）
196	乳酸リンゲル液（マルトース加）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 乳酸リンゲル液（マルトース加）
197	ロキソプロフェンナトリウム水和物	drug	1	11	114	1149	神経系及び感覚器官用医薬品	中枢神経系用薬	解熱鎮痛消炎剤	その他の解熱鎮痛消炎剤	【drug】 ロキソプロフェンナトリウム水和物
197	ロキソプロフェンナトリウム水和物	drug	2	26	264	2649	個々の器官系用医薬品	外皮用薬	鎮痛，鎮痒，収斂，消炎剤	その他の鎮痛，鎮痒，収斂，消炎剤	【drug】 ロキソプロフェンナトリウム水和物
198	メチルジゴキシン	drug	2	21	211	2113	個々の器官系用医薬品	循環器官用薬	強心剤	ジギタリス製剤	【drug】 メチルジゴキシン
199	チクロピジン塩酸塩	drug	3	33	339	3399	代謝性医薬品	血液・体液用薬	その他の血液・体液用薬	他に分類されない血液・体液用薬	【drug】 チクロピジン塩酸塩
200	センノシド	drug	2	23	235	2354	個々の器官系用医薬品	消化器官用薬	下剤，浣腸剤	植物性製剤；センナ等	【drug】 センノシド
201	イマチニブメシル酸塩	drug	4	42	429	4291	組織細胞機能用医薬品	腫瘍用薬	その他の腫瘍用薬	その他の抗悪性腫瘍用剤	【drug】 イマチニブメシル酸塩
202	クロタミトン	drug	2	26	264	2649	個々の器官系用医薬品	外皮用薬	鎮痛，鎮痒，収斂，消炎剤	その他の鎮痛，鎮痒，収斂，消炎剤	【drug】 クロタミトン
203	フレカイニド酢酸塩	drug	2	21	212	2129	個々の器官系用医薬品	循環器官用薬	不整脈用剤	その他の不整脈用剤	【drug】 フレカイニド酢酸塩
